カテゴリ,施設名,郵便番号,所在地,住所,番地,法人・団体名,確認・許可年月日,種別,旧種別,登録期限,保健所
理容所,ヘアーサロン タカハシ,529-1404,東近江市宮荘町,東近江市宮荘町６３１－５,６３１－５,,S46/08/06,,,,東近江
理容所,ヘアーサロン なえむら,527-0018,東近江市八日市清水二 丁目,東近江市八日市清水二 丁目９－１,９－１,,S42/03/05,,,,東近江
理容所,ヘアーサロン ナカムラ,521-1341,近江八幡市安土町上豊 浦,近江八幡市安土町上豊 浦１１１０－８,１１１０－８,,S53/07/22,,,,東近江
理容所,ヘアーサロン にしだ,523-0048,近江八幡市緑町二丁目,近江八幡市緑町二丁目１１０５－２７,１１０５－２７,,H05/11/04,,,,東近江
理容所,ヘアーサロン ファミリー,523-0015,近江八幡市上田町,近江八幡市上田町１２５７－２０,１２５７－２０,,S57/09/04,,,,東近江
理容所,ヘアーサロン フクチ,523-0004,近江八幡市西生来町,近江八幡市西生来町１２０３,１２０３,,S58/11/05,,,,東近江
理容所,ヘアーサロン フジオ,527-0005,東近江市建部南町,東近江市建部南町２３５－１,２３５－１,,H08/05/20,,,,東近江
理容所,ヘアーサロン ムライ,523-0022,近江八幡市馬淵町,近江八幡市馬淵町１６５２－１,１６５２－１,,S49/03/22,,,,東近江
理容所,ヘアーサロン ムラタ,520-2521,蒲生郡竜王町川守,蒲生郡竜王町川守４５０－１,４５０－１,,H06/09/26,,,,東近江
理容所,ヘアーサロン ヤスイ,521-1243,東近江市栗見新田町,東近江市栗見新田町７４１,７４１,,S44/04/06,,,,東近江
理容所,ヘアーサロン やまぐち,527-0231,東近江市山上町,東近江市山上町１１７６,１１７６,,S56/11/24,,,,東近江
理容所,ヘアーサロン よこやま,529-1603,蒲生郡日野町大窪,蒲生郡日野町大窪５７９,５７９,,S53/10/16,,,,東近江
理容所,ヘアーサロン ヨネヤマ,523-0031,近江八幡市堀上町,近江八幡市堀上町１４２－４１,１４２－４１,,S51/08/11,,,,東近江
理容所,ヘアーサロン 松村,527-0227,東近江市石谷町,東近江市石谷町５５８－５,５５８－５,,H17/03/16,,,,東近江
理容所,ヘアーサロン 川島,529-1571,東近江市川合町,東近江市川合町１０６６－１,１０６６－１,,S47/01/12,,,,東近江
理容所,ヘアーサロン 大砲館,529-1601,蒲生郡日野町松尾,蒲生郡日野町松尾１４９４,１４９４,,S53/12/12,,,,東近江
理容所,ヘアーサロン 達川,527-0033,東近江市東沖野一丁目,東近江市東沖野一丁目７－４８,７－４８,,H02/10/08,,,,東近江
理容所,ヘアーサロン 池田,527-0012,東近江市八日市本町,東近江市八日市本町１７－９,１７－９,,S50/03/01,,,,東近江
理容所,ヘアーサロン 髪切屋 バル,527-0033,東近江市東沖野三丁目,東近江市東沖野三丁目２－１７,２－１７,,S53/02/28,,,,東近江
理容所,ヘアーサロンいちい,529-1431,東近江市五個荘山本町,東近江市五個荘山本町７８－１,７８－１,,S57/12/01,,,,東近江
理容所,ヘアーサロンタニダ,527-0102,東近江市平柳町,東近江市平柳町６１０,６１０,,H01/08/03,,,,東近江
理容所,ヘアーサロン久松,523-0013,近江八幡市長光寺町,近江八幡市長光寺町９０,９０,,S48/11/16,,,,東近江
理容所,ヘアーサロン川崎,523-0892,近江八幡市出町,近江八幡市出町４９３,４９３,,H13/03/27,,,,東近江
理容所,ヘアースタジオ フィット,529-1631,蒲生郡日野町鎌掛,蒲生郡日野町鎌掛２８４７,２８４７,,H13/06/25,,,,東近江
理容所,ヘアーハウス 燦,527-0034,東近江市沖野二丁目,東近江市沖野二丁目１０－３,１０－３,,S57/07/05,,,,東近江
理容所,ヘアーファッションサロンタイナカ,523-0084,近江八幡市船木町,近江八幡市船木町１１２８－１,１１２８－１,,S59/10/28,,,,東近江
理容所,ヘアーモード 床龍,523-0891,近江八幡市鷹飼町,近江八幡市鷹飼町６７４－１,６７４－１,,H14/04/09,,,,東近江
理容所,ヘアーリラクゼーション Ｉ－ｔｓ,529-1431,東近江市五個荘山本町,東近江市五個荘山本町１０３,１０３,,H19/05/07,,,,東近江
理容所,ヘアーワーク おおたに,527-0045,東近江市中小路町,東近江市中小路町５５１－１ アートＳＨＵＮ ２１ １Ｆ,５５１－１ アートＳＨＵＮ ２１ １Ｆ,,H15/03/26,,,,東近江
理容所,ヘアーワークス Ｙ’ｓ,523-0819,近江八幡市西本郷町西,近江八幡市西本郷町西１－２,１－２,,H07/11/24,,,,東近江
理容所,ヘアサロン やすむら,521-1235,東近江市伊庭町,東近江市伊庭町２３３１,２３３１,,H13/04/13,,,,東近江
理容所,ヘアーサロン高倉,520-2531,蒲生郡竜王町山之上,蒲生郡竜王町山之上１２０４－３,１２０４－３,,H07/11/21,,,,東近江
理容所,ヘアーファッション ナカジマ,527-0113,東近江市池庄町,東近江市池庄町１５２１,１５２１,,H12/05/10,,,,東近江
理容所,ヘブンズ ヘアー,521-1221,東近江市垣見町,東近江市垣見町５５３－３,５５３－３,,H15/02/21,,,,東近江
理容所,マツバラ理容院,523-0063,近江八幡市十王町,近江八幡市十王町３７０,３７０,,S39/08/19,,,,東近江
理容所,ミッチー,527-0046,東近江市妙法寺町,東近江市妙法寺町８８３－５,８８３－５,,S49/12/14,,,,東近江
理容所,ミフネ理容所,523-0813,近江八幡市西本郷町,近江八幡市西本郷町４０１,４０１,,S43/07/04,,,,東近江
理容所,ムッシュ リュウマ,523-0015,近江八幡市上田町,近江八幡市上田町１７６－６,１７６－６,有限会社ムッシュリュウマ,H18/12/22,,,,東近江
理容所,メンズ＆レディースサロン タマミズ,527-0076,東近江市野口町,東近江市野口町１－２８,１－２８,,H11/05/20,,,,東近江
理容所,ユアーズ,529-1421,東近江市五個荘竜田町,東近江市五個荘竜田町６３４,６３４,,H04/04/23,,,,東近江
理容所,ラルジュ神崎中央病院店,529-1445,東近江市五個荘清水鼻 町,東近江市五個荘清水鼻 町９５神崎中央病院内,９５神崎中央病院内,有限会社ラルジュ,H19/05/07,,,,東近江
理容所,リビーブ ひろ,529-1501,東近江市石塔町,東近江市石塔町９６２,９６２,,H10/05/21,,,,東近江
理容所,阿部理容,523-0043,近江八幡市池田本町,近江八幡市池田本町１１０１－９,１１０１－９,,S49/09/04,,,,東近江
理容所,河島美容院,527-0155,東近江市大林町,東近江市大林町６２１,６２１,,S41/06/28,,,,東近江
理容所,橋本理容,523-0085,近江八幡市南津田町,近江八幡市南津田町１８４,１８４,,S29/03/01,,,,東近江
理容所,近江鉄道グループ弥栄会,527-0025,東近江市八日市東本町,東近江市八日市東本町１１－３,１１－３,,H09/07/11,,,,東近江
理容所,高倉理容所,529-1572,東近江市桜川西町,東近江市桜川西町８４,８４,,S41/11/30,,,,東近江
理容所,散髪屋のさんきち,523-0893,近江八幡市桜宮町,近江八幡市桜宮町２１５－１,２１５－１,有限会社ラルジュ,H12/04/07,,,,東近江
理容所,四谷理容院,523-0075,近江八幡市野村町,近江八幡市野村町１５３９－３,１５３９－３,,S31/03/06,,,,東近江
理容所,小澤理容所,527-0125,東近江市小田苅町,東近江市小田苅町２６８,２６８,,S57/11/01,,,,東近江
理容所,床栄,523-0877,近江八幡市池田町二丁 目,近江八幡市池田町二丁 目６,６,,S56/12/10,,,,東近江
理容所,床屋 天海,529-1541,東近江市蒲生堂町,東近江市蒲生堂町３２９－６６,３２９－６６,,H20/05/02,,,,東近江
理容所,床熊,521-1221,東近江市垣見町,東近江市垣見町７１９,７１９,,H20/03/06,,,,東近江
理容所,上川理容店,527-0172,東近江市鯰江町,東近江市鯰江町１４２３－１,１４２３－１,,S37/09/02,,,,東近江
理容所,森野理容院,521-1212,東近江市種町,東近江市種町９５５,９５５,,S33/12/01,,,,東近江
理容所,西村理容所,529-1442,東近江市五個荘塚本町,東近江市五個荘塚本町２５７－３,２５７－３,,S34/01/10,,,,東近江
理容所,西堀理容所,527-0131,東近江市勝堂町,東近江市勝堂町１１２３,１１２３,,H07/03/09,,,,東近江
理容所,赤尾理容院,523-0892,近江八幡市出町,近江八幡市出町６３１,６３１,,S45/05/08,,,,東近江
理容所,川口理容店,529-1653,蒲生郡日野町三十坪,蒲生郡日野町三十坪１２５２－１,１２５２－１,,H13/07/31,,,,東近江
理容所,大林理容店,529-1405,東近江市五個荘金堂町,東近江市五個荘金堂町５１０,５１０,,S63/12/15,,,,東近江
理容所,谷 理容店,527-0071,東近江市今堀町,東近江市今堀町６８７－１,６８７－１,,H01/09/18,,,,東近江
理容所,短長,527-0223,東近江市高木町,東近江市高木町１１５,１１５,,H18/06/01,,,,東近江
理容所,男の美容室カットハウス 戸嶋,527-0029,東近江市八日市町,東近江市八日市町１１－１２,１１－１２,,S60/03/20,,,,東近江
理容所,中村理容所,529-1654,蒲生郡日野町小谷,蒲生郡日野町小谷６,６,,S57/06/08,,,,東近江
理容所,中村理容所,529-1627,蒲生郡日野町仁本木,蒲生郡日野町仁本木６０３－１,６０３－１,,S55/06/20,,,,東近江
理容所,長屋,529-1605,蒲生郡日野町小井口,蒲生郡日野町小井口６４－３８,６４－３８,,H13/12/14,,,,東近江
理容所,田井中理容所,521-1242,東近江市福堂町,東近江市福堂町３４３５－１,３４３５－１,,S34/03/19,,,,東近江
理容所,田中理容店,523-0811,近江八幡市長田町,近江八幡市長田町１２５３－３,１２５３－３,,H02/05/22,,,,東近江
理容所,ヘアーサロン フジイ,527-0115,東近江市下里町,東近江市下里町１４７,１４７,,S30/03/30,,,,東近江
理容所,髪工房Ｐｏｌｉｓｈ 清和館,527-0127,東近江市南清水町,東近江市南清水町１９５－２,１９５－２,,H10/02/20,,,,東近江
理容所,髪細工 やま,529-1642,蒲生郡日野町上野田,蒲生郡日野町上野田８５６,８５６,,H15/01/20,,,,東近江
理容所,髪整形,529-1651,蒲生郡日野町山本,蒲生郡日野町山本７８８－３２９,７８８－３２９,,H14/06/07,,,,東近江
理容所,髪切屋 Ｃｏｏｌｓ,529-1414,東近江市五個荘中町,東近江市五個荘中町１３５－１４,１３５－１４,,H06/06/24,,,,東近江
理容所,髪道楽,523-0891,近江八幡市鷹飼町,近江八幡市鷹飼町１３１９－１スピカ２１１号 室,１３１９－１スピカ２１１号 室,,H11/05/28,,,,東近江
理容所,苗村理容所,527-0028,東近江市八日市金屋二 丁目,東近江市八日市金屋二 丁目２－６,２－６,,S44/10/20,,,,東近江
理容所,富田理容,523-0801,近江八幡市沖島町,近江八幡市沖島町,,,S34/11/20,,,,東近江
理容所,望田理容所,529-1664,蒲生郡日野町蓮花寺,蒲生郡日野町蓮花寺８５４－５,８５４－５,,H04/01/07,,,,東近江
理容所,北川理容室,527-0085,東近江市下羽田町,東近江市下羽田町１４６,１４６,,H14/05/07,,,,東近江
理容所,堀口理容所,527-0023,東近江市八日市緑町,東近江市八日市緑町７－２３ 東近江地域振興局 内,７－２３ 東近江地域振興局 内,,S58/03/01,,,,東近江
理容所,堀江理容室,529-1603,蒲生郡日野町大窪,蒲生郡日野町大窪５８９,５８９,,S46/02/06,,,,東近江
理容所,矢田理容所,523-0084,近江八幡市船木町,近江八幡市船木町１１１１,１１１１,,S49/02/25,,,,東近江
理容所,理髪館,523-0813,近江八幡市西本郷町,近江八幡市西本郷町３０５,３０５,,H18/08/18,,,,東近江
理容所,理髪館,523-0813,近江八幡市西本郷町,近江八幡市西本郷町３０５,３０５,,H10/05/15,,,,東近江
理容所,理容 オカモト,527-0012,東近江市八日市本町,東近江市八日市本町１１－６,１１－６,,S55/05/03,,,,東近江
理容所,理容 オクダ,529-1628,蒲生郡日野町西大路,蒲生郡日野町西大路１２３９,１２３９,,S60/01/10,,,,東近江
理容所,理容 オクムラ,529-1643,蒲生郡日野町里口,蒲生郡日野町里口２２６,２２６,,S51/08/21,,,,東近江
理容所,理容 キタサガミ,527-0015,東近江市中野町,東近江市中野町７４３－２,７４３－２,,S45/12/10,,,,東近江
理容所,理容 サガワ,529-1522,東近江市鋳物師町,東近江市鋳物師町１２７８－２,１２７８－２,,S60/07/20,,,,東近江
理容所,理容 スギウラ,529-1617,蒲生郡日野町中之郷,蒲生郡日野町中之郷４５２－１,４５２－１,,S48/05/19,,,,東近江
理容所,理容 すず,529-1513,東近江市田井町,東近江市田井町２５８,２５８,,S50/04/11,,,,東近江
理容所,理容 すずらん,527-0018,東近江市八日市清水一 丁目,東近江市八日市清水一 丁目６－４,６－４,,H16/11/15,,,,東近江
理容所,理容 まつば,527-0023,東近江市八日市緑町,東近江市八日市緑町５－２５,５－２５,,S61/12/10,,,,東近江
理容所,理容 モロト,527-0086,東近江市上平木町,東近江市上平木町８１２－１,８１２－１,,H08/06/19,,,,東近江
理容所,理容 やまなか,529-1604,蒲生郡日野町村井,蒲生郡日野町村井１０９４,１０９４,,S58/07/20,,,,東近江
理容所,理容 ユカ,521-1221,東近江市垣見町,東近江市垣見町１５３－５,１５３－５,,S60/08/19,,,,東近江
理容所,理容 大洞,529-1511,東近江市桜川東町,東近江市桜川東町４２９,４２９,,S61/11/07,,,,東近江
理容所,理容 田中,521-1231,東近江市能登川町,東近江市能登川町３１５－１,３１５－１,,S50/07/01,,,,東近江
理容所,理容アカイ天,521-1351,近江八幡市安土町常楽 寺,近江八幡市安土町常楽 寺４２１,４２１,,S49/03/05,,,,東近江
理容所,理容あかお,523-0062,近江八幡市丸の内町,近江八幡市丸の内町６－５１,６－５１,,S59/12/06,,,,東近江
理容所,理容オクモト,523-0814,近江八幡市南本郷町一 丁目,近江八幡市南本郷町一 丁目６４－１９,６４－１９,,S48/12/11,,,,東近江
理容所,理容こばた,523-0087,近江八幡市北津田町,近江八幡市北津田町３９６,３９６,,S42/11/20,,,,東近江
理容所,理容サロンひねの,527-0034,東近江市沖野三丁目,東近江市沖野三丁目８－１４,８－１４,,H09/05/01,,,,東近江
理容所,理容ジャングル,523-0893,近江八幡市桜宮町,近江八幡市桜宮町２０６－２１,２０６－２１,,H14/05/24,,,,東近江
理容所,理容セツ,523-0072,近江八幡市牧町,近江八幡市牧町７０６,７０６,,S43/02/12,,,,東近江
理容所,理容タナベ,527-0091,東近江市小脇町,東近江市小脇町１４０４,１４０４,,S34/06/08,,,,東近江
